NMAI ARK,NMAI Internal EMu ID,Term,Scope Note,Used for,Language Notes,Entire Tree,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
http://n2t.net/ark:/65665/sz88abacefb-eeec-433e-b528-a547c5d4b3c0,NMAICulture_1559,Nlaka'pamux (Thompson River Salish) [Spuzzum],Spuzzum is a Thompson village (from Swanton),,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Nlaka'pamux (Thompson River Salish) - Nlaka'pamux (Thompson River Salish) [Spuzzum],North America,Plateau,Plateau (no sub-culture area),Interior Salish,Nlaka'pamux (Thompson River Salish),Nlaka'pamux (Thompson River Salish) [Spuzzum],
http://n2t.net/ark:/65665/sz828c30678-539d-4b68-8925-29e94aeeccc1,NMAICulture_704,Uta'mqtamux (Lower Thompson River Salish),,,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Nlaka'pamux (Thompson River Salish) - Uta'mqtamux (Lower Thompson River Salish),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Nlaka'pamux (Thompson River Salish),Uta'mqtamux (Lower Thompson River Salish),
http://n2t.net/ark:/65665/sz82906e850-185f-4fb7-b7be-c3c3edf30dd8,NMAICulture_351,Nlaka'pamux (Thompson River Salish),,Ntlakapmuk; Ntlakapamuk; Nklapmx; Ntlakyapamuk; Klackarpun; Couteau; Knife Indians; Nlakapamux; Ntlakapmuk; Hakamaugh; Klackarpun,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Nlaka'pamux (Thompson River Salish),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Nlaka'pamux (Thompson River Salish),,
http://n2t.net/ark:/65665/sz864d50997-3674-4e5b-b2c6-f1d7de0c48c2,NMAICulture_3411,Sinixt (Arrow Lakes),,Sin-Aikst ; Sin Aikst ; Senjextee ; Lakes,language family info: 	 Salishan Interior Salish Southern Okanagan Sinixt,North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Okanagan - Sinixt (Arrow Lakes),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Okanagan,Sinixt (Arrow Lakes),
http://n2t.net/ark:/65665/sz8b0848864-1bd9-4dc1-a4d9-e7295a443103,NMAICulture_703,Sinkaietk (Southern or Lower Okanagan),Questionable term: Lower Okanogan may not be culturally relevant,Osoyoos,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Okanagan - Sinkaietk (Southern or Lower Okanagan),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Okanagan,Sinkaietk (Southern or Lower Okanagan),
http://n2t.net/ark:/65665/sz8b719214e-3424-4729-a2f6-4d2289491b66,NMAICulture_365,Okanagan,,Okinagan; Okanogan; Okanagon,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Okanagan,North America,Plateau,Plateau (no sub-culture area),Interior Salish,Okanagan,,
http://n2t.net/ark:/65665/sz8caaa9f58-1460-4cc4-8423-7c5a0200b7c1,NMAICulture_429,Shuswap,,Secwepemc; Shushwap,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Shuswap,North America,Plateau,Plateau (no sub-culture area),Interior Salish,Shuswap,,
http://n2t.net/ark:/65665/sz84439af97-b18f-47b7-ad72-30f2b9e8671b,NMAICulture_436,Stl'atl'imx (Lillooet),,Stlitlimx ; St'at'imc ; St'at'imcets ; Lilloet ; Upper Fraser River Salish,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Stl'atl'imx (Lillooet),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Stl'atl'imx (Lillooet),,
http://n2t.net/ark:/65665/sz88e99881e-4263-4a8e-9fc4-babb55997a23,NMAICulture_437,Stó:lo (Lower Fraser River Salish),,Chellenak ; Chellewak ; Chilliwack; Fraser River Indians; Frazer River,"Language Family info:  Salishan, Interior Salish, Northern",North America - Plateau - Plateau (no sub-culture area) - Interior Salish - Stó:lo (Lower Fraser River Salish),North America,Plateau,Plateau (no sub-culture area),Interior Salish,Stó:lo (Lower Fraser River Salish),,
http://n2t.net/ark:/65665/sz8e59a2cac-66b5-4fcc-abfa-c124266f6eeb,NMAICulture_62,Interior Salish,,,,North America - Plateau - Plateau (no sub-culture area) - Interior Salish,North America,Plateau,Plateau (no sub-culture area),Interior Salish,,,
http://n2t.net/ark:/65665/sz807bbc489-8b65-4836-b773-c31c27821929,NMAICulture_1574,Nespelem,,,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Kalispel (Pend d'Oreilles) - Nespelem,North America,Plateau,Plateau (no sub-culture area),Kalispel (Pend d'Oreilles),Nespelem,,
http://n2t.net/ark:/65665/sz89c863470-bc8a-4082-8920-5a8da4a2db9a,NMAICulture_1573,Kalispel (Pend d'Oreilles),,Kalispell,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Kalispel (Pend d'Oreilles),North America,Plateau,Plateau (no sub-culture area),Kalispel (Pend d'Oreilles),,,
http://n2t.net/ark:/65665/sz83c47a6a6-2355-4d30-9633-ca9cdff8b70b,NMAICulture_1577,Klamath,,Klamoth,Language Family info:  Penutian/Plateau Penutian/Klamath-Modoc,North America - Plateau - Plateau (no sub-culture area) - Klamath,North America,Plateau,Plateau (no sub-culture area),Klamath,,,
http://n2t.net/ark:/65665/sz8db0836f5-bc05-4f7d-9ceb-7249aa082ed9,NMAICulture_1579,Klikitat,,Kliktat,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Klikitat,North America,Plateau,Plateau (no sub-culture area),Klikitat,,,
http://n2t.net/ark:/65665/sz8015f8ed4-c57f-48e0-bc61-3fdf3e551eb2,NMAICulture_1582,Kootenai (Kutenai) [Idaho],,,Language Family info:  Language Isolate,North America - Plateau - Plateau (no sub-culture area) - Kootenai (Kutenai) - Kootenai (Kutenai) [Idaho],North America,Plateau,Plateau (no sub-culture area),Kootenai (Kutenai),Kootenai (Kutenai) [Idaho],,
http://n2t.net/ark:/65665/sz8c64b44f3-fe7f-4f0b-b7e4-da19e59217a6,NMAICulture_1583,Ksanka (Montana Kootenai),,,Language Family info:  Language Isolate,North America - Plateau - Plateau (no sub-culture area) - Kootenai (Kutenai) - Ksanka (Montana Kootenai),North America,Plateau,Plateau (no sub-culture area),Kootenai (Kutenai),Ksanka (Montana Kootenai),,
http://n2t.net/ark:/65665/sz86894b643-9a00-42d8-8dc1-7a8a59219306,NMAICulture_1585,"Ktunaxa (Kootenai) [Lower Kootenay Band, Creston, BC]",,,Language Family info:  Language Isolate,"North America - Plateau - Plateau (no sub-culture area) - Kootenai (Kutenai) - Ktunaxa (Kootenai) [British Columbia] - Ktunaxa (Kootenai) [Lower Kootenay Band, Creston, BC]",North America,Plateau,Plateau (no sub-culture area),Kootenai (Kutenai),Ktunaxa (Kootenai) [British Columbia],"Ktunaxa (Kootenai) [Lower Kootenay Band, Creston, BC]",
http://n2t.net/ark:/65665/sz8400ded5b-1172-4a4c-9562-d67b4628b3d4,NMAICulture_1584,Ktunaxa (Kootenai) [British Columbia],,,Language Family info:  Language Isolate,North America - Plateau - Plateau (no sub-culture area) - Kootenai (Kutenai) - Ktunaxa (Kootenai) [British Columbia],North America,Plateau,Plateau (no sub-culture area),Kootenai (Kutenai),Ktunaxa (Kootenai) [British Columbia],,
http://n2t.net/ark:/65665/sz8470e5f95-bc0b-4f74-a9c1-ebdc1dbfe205,NMAICulture_1581,Kootenai (Kutenai),,Kootenay; Ktunaxa; Kutnai; Kootanae; Sanka; Ksanka,Language Family info:  Language Isolate,North America - Plateau - Plateau (no sub-culture area) - Kootenai (Kutenai),North America,Plateau,Plateau (no sub-culture area),Kootenai (Kutenai),,,
http://n2t.net/ark:/65665/sz84e1ec7a1-7e6b-4a4c-9989-3d18621205b5,NMAICulture_1587,Methow,,,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Methow,North America,Plateau,Plateau (no sub-culture area),Methow,,,
http://n2t.net/ark:/65665/sz873e820f6-62e8-4c39-bfcd-ba290251ce56,NMAICulture_1588,Molala,,Molalla; Molale,Language Family info:  Penutian/Unclassified,North America - Plateau - Plateau (no sub-culture area) - Molala,North America,Plateau,Plateau (no sub-culture area),Molala,,,
http://n2t.net/ark:/65665/sz836564f9c-f02c-413b-b51d-f1e39f7384eb,NMAICulture_1591,Niimíipuu (Nez Perce) [Fort Hall],,,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Niimíipuu (Nez Perce) - Niimíipuu (Nez Perce) [Fort Hall],North America,Plateau,Plateau (no sub-culture area),Niimíipuu (Nez Perce),Niimíipuu (Nez Perce) [Fort Hall],,
http://n2t.net/ark:/65665/sz8ac57caf1-62e1-4a2c-8815-1352b3412154,NMAICulture_1592,Niimíipuu (Nez Perce) [Lapwai],,,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Niimíipuu (Nez Perce) - Niimíipuu (Nez Perce) [Lapwai],North America,Plateau,Plateau (no sub-culture area),Niimíipuu (Nez Perce),Niimíipuu (Nez Perce) [Lapwai],,
http://n2t.net/ark:/65665/sz8280b20b5-7394-42f1-913a-5f309379ed30,NMAICulture_1590,Niimíipuu (Nez Perce),,Nimi'ipuu; Nez Percé; Nez Perces; Shahaptian; Sahaptin; Sahaptan; Shahaptin,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Niimíipuu (Nez Perce),North America,Plateau,Plateau (no sub-culture area),Niimíipuu (Nez Perce),,,
http://n2t.net/ark:/65665/sz8bef25890-65ef-4057-ac51-94293d5e0c95,NMAICulture_2665,Paleoindian Tradition: Clovis (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Paleoindian Tradition (archaeological culture) - Paleoindian Tradition: Clovis (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Paleoindian Tradition (archaeological culture),Paleoindian Tradition: Clovis (archaeological culture),,
http://n2t.net/ark:/65665/sz8165d8379-3531-414e-a7ea-bbe5739c0b46,NMAICulture_2666,Paleoindian Tradition: Folsom (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Paleoindian Tradition (archaeological culture) - Paleoindian Tradition: Folsom (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Paleoindian Tradition (archaeological culture),Paleoindian Tradition: Folsom (archaeological culture),,
http://n2t.net/ark:/65665/sz84c137c23-5e38-49f7-ac03-228d9b10289f,NMAICulture_2667,Paleoindian Tradition: Plano (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Paleoindian Tradition (archaeological culture) - Paleoindian Tradition: Plano (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Paleoindian Tradition (archaeological culture),Paleoindian Tradition: Plano (archaeological culture),,
http://n2t.net/ark:/65665/sz895ed2b89-3dd0-422b-bd63-65717c4174f4,NMAICulture_2664,Paleoindian Tradition (archaeological culture),,Paleo-Indian,,North America - Plateau - Plateau (no sub-culture area) - Paleoindian Tradition (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Paleoindian Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8721e902d-740a-47c6-bfc7-6fdd6a02082e,NMAICulture_2557,Palouse,,,,North America - Plateau - Plateau (no sub-culture area) - Palouse,North America,Plateau,Plateau (no sub-culture area),Palouse,,,
http://n2t.net/ark:/65665/sz8aae38d8e-f766-4803-a79f-c0a1fc26544e,NMAICulture_2806,Piqunin Phase (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Piqunin Phase (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Piqunin Phase (archaeological culture),,,
http://n2t.net/ark:/65665/sz81981cc77-5d66-457f-9da5-205201b81cf3,NMAICulture_1571,Salish (Flathead),Legal community name: Confederated Salish and Kootenai Tribes of the Flathead Nation,Flat Head; Bitterroot Salish; Kootenai; Kalispel (Pend d'Oreilles),Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Salish (Flathead),North America,Plateau,Plateau (no sub-culture area),Salish (Flathead),,,
http://n2t.net/ark:/65665/sz81e697a58-a168-4ca8-b344-68e30d89e80d,NMAICulture_2977,Sanpoil,,,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Sanpoil,North America,Plateau,Plateau (no sub-culture area),Sanpoil,,,
http://n2t.net/ark:/65665/sz809c22478-7526-417e-abfe-7cd955d399a3,NMAICulture_2782,Cascade Phase (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Snake River (archaeological culture) - Cascade Phase (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Snake River (archaeological culture),Cascade Phase (archaeological culture),,
http://n2t.net/ark:/65665/sz814a4a118-eada-47ea-bd73-c3ed1f5ed80e,NMAICulture_2766,Harder Phase (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Snake River (archaeological culture) - Harder Phase (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Snake River (archaeological culture),Harder Phase (archaeological culture),,
http://n2t.net/ark:/65665/sz89ee96773-5cea-4586-8873-25948a4cc5ce,NMAICulture_2765,Snake River (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Snake River (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Snake River (archaeological culture),,,
http://n2t.net/ark:/65665/sz80e84dafd-834a-45f5-a9c9-0d8f6a7576dc,NMAICulture_1599,Spokan,,Spokane,Language Family info:  Salishan/Interior Salish/Southern,North America - Plateau - Plateau (no sub-culture area) - Spokan,North America,Plateau,Plateau (no sub-culture area),Spokan,,,
http://n2t.net/ark:/65665/sz85193deff-a2cd-4c52-ad43-728336d5e931,NMAICulture_2805,Tucannon Phase (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Tucannon Phase (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Tucannon Phase (archaeological culture),,,
http://n2t.net/ark:/65665/sz89892f4de-2fcd-4ad9-bacb-7f52b8bb44ef,NMAICulture_1601,Umatilla,,,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Umatilla,North America,Plateau,Plateau (no sub-culture area),Umatilla,,,
http://n2t.net/ark:/65665/sz87c5b99e7-ecd3-41d5-af33-8476b32b2a20,NMAICulture_1603,Walla Walla [Warm Springs Reservation],,,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Walla Walla (Wallawalla) - Walla Walla [Warm Springs Reservation],North America,Plateau,Plateau (no sub-culture area),Walla Walla (Wallawalla),Walla Walla [Warm Springs Reservation],,
http://n2t.net/ark:/65665/sz8d757cf7e-a2fb-4e3d-8cb5-7611342f4e41,NMAICulture_1602,Walla Walla (Wallawalla),,Walla-Walla; Wallowa,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Walla Walla (Wallawalla),North America,Plateau,Plateau (no sub-culture area),Walla Walla (Wallawalla),,,
http://n2t.net/ark:/65665/sz87a3178f4-d75d-474c-9f50-1c4f3739e7f4,NMAICulture_1607,Warm Springs,,Upper Deschutes ; Tygh ; Lower Deschutes ; Wyam ; Tenino ; John Day ; Dock-spus,,North America - Plateau - Plateau (no sub-culture area) - Warm Springs,North America,Plateau,Plateau (no sub-culture area),Warm Springs,,,
http://n2t.net/ark:/65665/sz824322b2a-6662-4289-a484-5e37c7286bdf,NMAICulture_1605,Wasco [Warm Springs Reservation],,,Language Family info:  Penutian/Chinookan,North America - Plateau - Plateau (no sub-culture area) - Wasco - Wasco [Warm Springs Reservation],North America,Plateau,Plateau (no sub-culture area),Wasco,Wasco [Warm Springs Reservation],,
http://n2t.net/ark:/65665/sz84bba7fae-f78a-4f91-a44c-b17d5dadf059,NMAICulture_1604,Wasco,,Wasgo,Language Family info:  Penutian/Chinookan,North America - Plateau - Plateau (no sub-culture area) - Wasco,North America,Plateau,Plateau (no sub-culture area),Wasco,,,
http://n2t.net/ark:/65665/sz8b94d11cb-3b66-4f21-a242-a8a6250e456e,NMAICulture_2795,Windust Phase (archaeological culture),,,,North America - Plateau - Plateau (no sub-culture area) - Windust Phase (archaeological culture),North America,Plateau,Plateau (no sub-culture area),Windust Phase (archaeological culture),,,
http://n2t.net/ark:/65665/sz8ba62930a-6fed-4237-b1b4-89ae78a1c301,NMAICulture_1606,Wishram,,Wishxam,Language Family info:  Penutian/Chinookan,North America - Plateau - Plateau (no sub-culture area) - Wishram,North America,Plateau,Plateau (no sub-culture area),Wishram,,,
http://n2t.net/ark:/65665/sz82c4f357c-b694-4bcb-a073-3e3649452959,NMAICulture_1442,Yakama [Toppenish],Topenish is a Yakama village (from Swanton),Topanish; Topenish ; Topunish,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Yakama (Yakima) - Yakama [Toppenish],North America,Plateau,Plateau (no sub-culture area),Yakama (Yakima),Yakama [Toppenish],,
http://n2t.net/ark:/65665/sz884ca6f88-3c09-4215-8886-3ae17a863087,NMAICulture_1441,Yakama (Yakima),"Yakama is a distinct cultural group, but today the term is often used for the Confederated Tribes and Bands of the Yakama Nation which includes Palouse, Pisquouse, Wenatshapam, Klikatat, Klinquit, Kow-was-say-ee, Li-ay-was, Skin-pah, Wish-ham, Shyiks, Ochechotes, Kah-milt-pay, and Se-ap-cat",,Language Family info:  Penutian/Plateau Penutian/Sahaptin,North America - Plateau - Plateau (no sub-culture area) - Yakama (Yakima),North America,Plateau,Plateau (no sub-culture area),Yakama (Yakima),,,
http://n2t.net/ark:/65665/sz8360f521e-e8d8-453f-b2e3-cf59ac64b67c,NMAICulture_2611,Plateau (no sub-culture area),,,,North America - Plateau - Plateau (no sub-culture area),North America,Plateau,Plateau (no sub-culture area),,,,
http://n2t.net/ark:/65665/sz83961c3f5-8a73-4260-b938-633a892f2c51,NMAICulture_18,Plateau,,,,North America - Plateau,North America,Plateau,,,,,
http://n2t.net/ark:/65665/sz855b4a3c3-3210-4a1e-a574-e91098612169,NMAICulture_2768,Early Archaic Tradition (archaeological culture),,,,North America - Southeast - Florida - Archaic Tradition (archaeological culture) - Early Archaic Tradition (archaeological culture),North America,Southeast,Florida,Archaic Tradition (archaeological culture),Early Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8d21084c1-c630-46d8-a2bd-c5ade1e5649a,NMAICulture_2757,Middle Archaic Tradition (archaeological culture),,,,North America - Southeast - Florida - Archaic Tradition (archaeological culture) - Middle Archaic Tradition (archaeological culture),North America,Southeast,Florida,Archaic Tradition (archaeological culture),Middle Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8a75557f6-eb54-41f8-b80e-a60117b5fcbc,NMAICulture_3187,Mount Taylor (archaeological culture),,,,North America - Southeast - Florida - Archaic Tradition (archaeological culture) - Mount Taylor (archaeological culture),North America,Southeast,Florida,Archaic Tradition (archaeological culture),Mount Taylor (archaeological culture),,
http://n2t.net/ark:/65665/sz888f136d4-e54a-4571-8a23-e9a34a15a683,NMAICulture_2700,Archaic Tradition (archaeological culture),,,,North America - Southeast - Florida - Archaic Tradition (archaeological culture),North America,Southeast,Florida,Archaic Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8dcacd8fd-f851-4f16-b602-e6b0b357a9da,NMAICulture_2721,Early Mississippian Tradition (archaeological culture),,,,North America - Southeast - Florida - Mississippian Tradition (archaeological culture) - Early Mississippian Tradition (archaeological culture),North America,Southeast,Florida,Mississippian Tradition (archaeological culture),Early Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz812034fcb-4f02-44e2-9e6e-08b1c5eca0c2,NMAICulture_2723,Late Mississippian Tradition (archaeological culture),,,,North America - Southeast - Florida - Mississippian Tradition (archaeological culture) - Late Mississippian Tradition (archaeological culture),North America,Southeast,Florida,Mississippian Tradition (archaeological culture),Late Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8af070eab-8e7a-4535-a153-edb1705e3bc6,NMAICulture_2722,Middle Mississippian Tradition (archaeological culture),,,,North America - Southeast - Florida - Mississippian Tradition (archaeological culture) - Middle Mississippian Tradition (archaeological culture),North America,Southeast,Florida,Mississippian Tradition (archaeological culture),Middle Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8d8680acd-f7b2-4dcd-b539-aeebc1208d5e,NMAICulture_2697,Mississippian Tradition (archaeological culture),,,,North America - Southeast - Florida - Mississippian Tradition (archaeological culture),North America,Southeast,Florida,Mississippian Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz80f222b30-415c-4b67-ba0c-56c578b0a927,NMAICulture_644,Hitchiti Seminole,,,Language Family info:  Muskogean/Eastern,North America - Southeast - Florida - Seminole - Hitchiti Seminole,North America,Southeast,Florida,Seminole,Hitchiti Seminole,,
http://n2t.net/ark:/65665/sz8326e72a2-740f-434e-b7bc-c6528b2c883e,NMAICulture_719,Miccosukee Seminole (Mikasuki),,Micasuke,Language Family info:  Muskogean/Eastern,North America - Southeast - Florida - Seminole - Miccosukee Seminole (Mikasuki),North America,Southeast,Florida,Seminole,Miccosukee Seminole (Mikasuki),,
http://n2t.net/ark:/65665/sz817334218-5e53-46ea-aaae-897517698c90,NMAICulture_768,Oklahoma Seminole,,,Language Family info:  Muskogean/Eastern,North America - Southeast - Florida - Seminole - Oklahoma Seminole,North America,Southeast,Florida,Seminole,Oklahoma Seminole,,
http://n2t.net/ark:/65665/sz8ebb2df1f-19ab-4b88-8a42-8df99083eacc,NMAICulture_1444,Seminole [Cow Creek],"In the early 20th century, the Seminole were divided into divisions: Lake Okeechobee; the Cow Creek division; and Cypress division (Big Cypress, Everglades and Tamiami Trail)",,Language Family info:  Muskogean/Eastern,North America - Southeast - Florida - Seminole - Seminole [Cow Creek],North America,Southeast,Florida,Seminole,Seminole [Cow Creek],,
http://n2t.net/ark:/65665/sz85fc99fdc-8d4a-4a05-805b-ad051015b8b2,NMAICulture_3115,Seminole Nation of Oklahoma,use only for individuals enrolled in theSeminole Nation of Oklahoma,,,North America - Southeast - Florida - Seminole - Seminole Nation of Oklahoma,North America,Southeast,Florida,Seminole,Seminole Nation of Oklahoma,,
http://n2t.net/ark:/65665/sz8d6e18fbc-57cc-4ef8-add2-d806180db55a,NMAICulture_422,Seminole,,,Language Family info:  Muskogean/Eastern,North America - Southeast - Florida - Seminole,North America,Southeast,Florida,Seminole,,,
http://n2t.net/ark:/65665/sz88c2c25a9-1fee-4c79-b01d-f87e049af959,NMAICulture_2691,Early Woodland Tradition (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Early Woodland Tradition (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Early Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz88aa347aa-5465-4642-ad94-506b5dac708c,NMAICulture_3134,Glades (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Glades (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Glades (archaeological culture),,
http://n2t.net/ark:/65665/sz87f8da6c1-e6ec-4960-8768-bffe94bfff45,NMAICulture_2695,Late Woodland Tradition (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Late Woodland Tradition (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Late Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz83f378f05-87d9-445c-9bbb-f24c2c8834bb,NMAICulture_3228,Leon-Jefferson (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Leon-Jefferson (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Leon-Jefferson (archaeological culture),,
http://n2t.net/ark:/65665/sz831b1dc64-047b-423e-8444-c6a80c5787c6,NMAICulture_2927,Swift Creek (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Middle Woodland Tradition (archaeological culture) - Swift Creek (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Middle Woodland Tradition (archaeological culture),Swift Creek (archaeological culture),
http://n2t.net/ark:/65665/sz8318ed235-6516-4d20-ac91-c3e34a21c07e,NMAICulture_2693,Middle Woodland Tradition (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Middle Woodland Tradition (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Middle Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8ff3a82df-b282-424c-9373-5015a364f20d,NMAICulture_3186,Safety Harbor (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - Safety Harbor (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),Safety Harbor (archaeological culture),,
http://n2t.net/ark:/65665/sz86f9e9413-894d-4d72-83cd-6e1d780a1bff,NMAICulture_3185,St. Johns I (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture) - St. Johns I (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),St. Johns I (archaeological culture),,
http://n2t.net/ark:/65665/sz84fef9669-c599-4273-bdc1-b53a9855dece,NMAICulture_2690,Woodland Tradition (archaeological culture),,,,North America - Southeast - Florida - Woodland Tradition (archaeological culture),North America,Southeast,Florida,Woodland Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8ce61ad19-6355-44fa-a095-ac7dbdc3e508,NMAICulture_64,Florida,,,,North America - Southeast - Florida,North America,Southeast,Florida,,,,
http://n2t.net/ark:/65665/sz855b4a3c3-3210-4a1e-a574-e91098612169,NMAICulture_2768,Early Archaic Tradition (archaeological culture),,,,North America - Southeast - Gulf - Archaic Tradition (archaeological culture) - Early Archaic Tradition (archaeological culture),North America,Southeast,Gulf,Archaic Tradition (archaeological culture),Early Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8d21084c1-c630-46d8-a2bd-c5ade1e5649a,NMAICulture_2757,Middle Archaic Tradition (archaeological culture),,,,North America - Southeast - Gulf - Archaic Tradition (archaeological culture) - Middle Archaic Tradition (archaeological culture),North America,Southeast,Gulf,Archaic Tradition (archaeological culture),Middle Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz888f136d4-e54a-4571-8a23-e9a34a15a683,NMAICulture_2700,Archaic Tradition (archaeological culture),,,,North America - Southeast - Gulf - Archaic Tradition (archaeological culture),North America,Southeast,Gulf,Archaic Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8eaa4ceae-3876-4758-80e0-d14b362660d7,NMAICulture_137,Atakapa,,Attacapa,Language Family info:  Gulf,North America - Southeast - Gulf - Atakapa,North America,Southeast,Gulf,Atakapa,,,
http://n2t.net/ark:/65665/sz8eb4120e9-2bdf-4354-82f4-c183b3416812,NMAICulture_179,Chitimacha,,Chetemacha; Chetimacha; Chitimache; Chittemacha,Language Family info:  Gulf,North America - Southeast - Gulf - Chitimacha,North America,Southeast,Gulf,Chitimacha,,,
http://n2t.net/ark:/65665/sz84c144acd-7231-46cc-9562-41314bbfcb5b,NMAICulture_3111,Choctaw Nation Of Oklahoma,,,,North America - Southeast - Gulf - Choctaw - Choctaw Nation Of Oklahoma,North America,Southeast,Gulf,Choctaw,Choctaw Nation Of Oklahoma,,
